id,day,pressure,maxtemp,temparature,mintemp,dewpoint,humidity,cloud,sunshine,winddirection,windspeed,rainfall
1405,311,1019.4,21.3,20.9,20.1,19,91,78,0,70,43.1,1
1406,135,1018.1,21,20.8,19.4,19.6,91,88,0,20,16.6,1
1407,111,1017.8,21,20,19.1,19.6,78,87,6.5,50,21.3,1
1408,314,1017.1,20.4,18.4,17.4,15.1,79,88,0,40,37.5,0
1409,112,1019.9,21.9,21,20.4,18,79,84,0,50,25,1
1410,316,1018.7,24.3,20.8,19.2,16.2,78,46,7.7,40,9.1,1
1411,317,1018,21,18.4,16.1,15.5,79,89,0.6,40,12.7,1
1412,318,1018.9,24.8,22.3,20.7,20.8,91,93,0,40,13.7,1
1413,319,1021.3,27.6,23.4,22.4,21.7,75,89,2.3,70,25.5,1
1414,267,1022.5,27.6,25.4,24.3,16.9,75,88,0,10,26.3,1
1415,321,1018.4,22,17.7,15.5,14.9,74,67,5,10,33.2,1
1416,99,1022.5,18.6,17.7,16.9,13.3,75,90,0,60,38,1
1417,323,1018.9,19.3,17.3,16.1,12.9,78,95,0,60,37.9,1
1418,324,1019.9,20.1,20.1,18,17.5,93,88,0,25,15.3,1
1419,325,1022.5,21.2,18.2,16.3,12.1,75,56,0.6,10,10.2,1
1420,9,1022.2,24.4,19.7,18.4,16,83,95,1.2,70,15.5,1
1421,327,1022.6,26,18.8,17.6,15.9,62,86,3.5,60,14.5,1
1422,328,1021.2,19.8,17.9,17.2,14.4,71,95,0,70,40.4,1
1423,329,1020.4,18.4,16.6,15.4,15.6,78,88,0,20,23.5,1
1424,330,1022.1,20.9,17.6,15.1,6.6,74,72,7.7,20,23.7,0
1425,331,1025.9,21.3,19.6,17.7,17.6,75,45,6.5,40,30.5,0
1426,332,1019.5,16.2,15.2,14.6,13.9,90,92,0,70,43.1,1
1427,333,1016.8,20.9,19.3,17.6,15.5,95,92,0,60,44.7,1
1428,116,1022.6,17.2,16.2,15.2,13.1,79,88,0,70,43.1,1
1429,335,1024.3,21.3,19.4,19.4,13.9,91,87,0.4,50,24.4,1
1430,102,1016.8,16.4,15.3,15.3,15.2,86,88,0.1,50,10.9,1
1431,337,1016.8,16.7,15.5,14.2,12.9,79,94,0,40,19,1
1432,338,1020.4,18.4,15.3,14.6,12.9,79,88,0,60,38,1
1433,339,1026.4,18.6,17.3,15.5,12.5,79,86,0.6,20,29.7,1
1434,340,1017.1,17.5,16.6,15.4,15.5,85,92,0,70,39.7,1
1435,341,1025.4,17.4,16.6,15.7,13.5,75,90,1,20,25,1
1436,342,1020.6,20.8,18.4,16.2,7.4,67,88,0,40,27,1
1437,343,1024.4,17.2,15.2,13.3,9.8,75,87,2,20,20.8,1
1438,133,1021.3,17.2,14.9,12.8,11.8,90,88,0.1,50,27.4,1
1439,91,1023.8,21.6,20.4,19.9,17.5,74,79,1.7,40,21.3,1
1440,346,1023.8,19.9,15.5,12.7,8.4,67,72,7,30,19,0
1441,347,1024.3,17.4,17.3,16.3,15.3,89,88,0,40,28.8,1
1442,348,1018.1,17.3,16.5,15.6,15.6,90,91,1,60,39.5,1
1443,349,1020.9,17.8,16.4,15.3,12.8,76,91,0,20,42,0
1444,350,1022.6,21.6,18.8,16.8,13.1,92,82,0.1,50,23.9,1
1445,15,1020.2,17.3,15.3,14.9,13.1,84,88,0,30,28.3,1
1446,352,1019.9,20.7,19.3,17.1,13.3,67,86,0.6,70,33,1
1447,353,1018.1,20.6,18.8,17.2,14.7,75,82,2.4,20,24.9,0
1448,354,1017.6,20.6,18.8,17.1,15.1,75,84,0,40,35.6,1
1449,355,1018.1,23.8,21.2,19.6,19.8,86,83,2.3,80,24.4,1
1450,356,1016.8,21.1,18.8,17.4,15.3,75,88,0,50,30.3,1
1451,357,1022.2,21.6,18.2,16.4,14.6,77,88,0,50,24.8,1
1452,140,1023.2,20.6,17.8,14.4,13.4,75,88,0,20,23.3,1
1453,82,1017.1,18.9,17.5,16.5,16.8,88,91,0,20,30,1
1454,360,1016.8,18.9,17.7,16.9,16.8,96,95,0,50,17.5,1
1455,361,1016.4,16.3,16.6,15.9,15,91,96,0,70,37,1
1456,362,1013.9,18.9,17.1,15.3,16.9,79,94,0,70,24,1
1457,144,1013,22.2,20.5,19.1,17.9,79,81,2.2,70,28.6,1
1458,17,1014.5,18.7,17.6,17,17.4,97,95,0,50,25,1
1459,78,1016.6,21.1,19.1,17.1,13,94,97,0,30,50.6,1
1460,1,1021.9,19.3,18.1,17.3,16.3,95,100,0,70,26.5,1
1461,2,1015.3,21.9,18.7,17.3,16.8,85,95,0,60,21.9,1
1462,3,1017.7,20.9,19.3,18.9,18,87,91,0,70,50.7,1
1463,4,1020,21.1,18.4,16.6,14,75,56,3.3,60,55.5,0
1464,5,1027.1,10.8,7.4,8.1,2.5,61,95,0.1,20,24,1
1465,6,1022.7,15.1,13.3,9.8,11.5,93,100,0,40,24.5,1
1466,7,1027.4,10.4,10.4,8.1,2.2,77,92,0,60,39.5,1
1467,8,1017.8,17.4,13.7,9.8,11.4,98,99,0,50,38.3,1
1468,9,1024.7,10.9,8.9,7,4.6,79,96,0,70,27.9,1
1469,10,1023.8,15.1,13.2,9.6,4,70,61,10.1,20,27.3,0
1470,11,1017.7,14.6,11.6,10,10.9,92,88,0.1,70,50.6,1
1471,12,1019,16.3,12.1,10.3,8.7,66,88,0.2,20,23.4,1
1472,13,1023.9,18.2,17.2,15.4,13.7,69,55,2.4,60,55.5,0
1473,14,1022.9,18.5,16.5,14.7,15,91,93,0,20,25,1
1474,15,1024.3,17.5,13.1,11.4,3.1,58,81,0,20,14.6,1
1475,16,1023.3,15.3,13.3,10.6,3.2,72,22,9.2,20,44.7,0
1476,17,1020.8,16.2,13.1,10.6,1.1,77,60,10.2,20,30.3,0
1477,18,1024.9,15.3,12.8,10,8.6,63,91,0,20,18,1
1478,19,1027.8,19.7,16.7,14.7,11.1,67,44,9.9,20,20.5,0
1479,20,1023.6,12.5,10.4,8.8,6.2,72,20,9.1,20,33.4,0
1480,21,1020.1,13.3,14.4,11.6,10.5,89,85,1.9,20,9.9,1
1481,22,1021.8,21.8,18.4,16.5,14,72,40,10,40,14.6,0
1482,23,1018.7,15.4,13.1,13.4,12.3,95,87,0.3,50,12.4,1
1483,24,1013.4,23.1,21.1,20.7,20.8,98,88,0,50,39.9,1
1484,25,1026.9,19.6,18.6,17.9,12.4,85,88,0.5,20,21.6,1
1485,26,1014.2,18.6,17.1,16.9,16.8,95,95,0,60,27.4,1
1486,27,1017.4,25.3,22.1,20.4,19.6,72,20,10.1,40,15.2,0
1487,28,1020.5,21.8,18.2,15.8,9.7,62,19,9.2,20,26.1,0
1488,29,1019.7,17.6,15.4,14.4,14.3,90,96,0,40,15.5,1
1489,30,1025.8,17.3,15.4,13.3,3.7,64,91,2.4,70,18,0
1490,31,1013.9,20.9,20.6,19.4,19.9,73,83,2,70,14.8,0
1491,32,1016.2,24.8,18.6,17.3,16.5,75,78,1.2,15,22.3,1
1492,33,1016.8,23.4,22.4,20.8,16.5,76,45,9.5,80,39.7,1
1493,34,1020.4,17.2,15.1,14,14.1,89,88,0,60,29.8,1
1494,35,1025.2,16.8,13.5,10.6,10.1,72,40,9.2,20,16,0
1495,36,1015,23.5,21.6,20.4,20.6,75,48,9.5,40,21.2,0
1496,37,1024.9,17.3,15.2,14.6,11.5,79,46,5,70,39.5,1
1497,38,1020.2,21.2,18.9,17.2,15,74,35,9.8,30,18.6,0
1498,39,1025.4,18.8,16.1,13.8,11.1,76,49,9.1,20,30.2,0
1499,40,1021.2,16.5,15.9,13.1,12.6,92,90,0,20,29.8,1
1500,41,1020.4,20.7,18.4,17.6,14.3,78,90,0.2,70,43.8,1
1501,42,1012.5,25.3,21.5,19.1,19.9,89,76,3.5,40,15.8,0
1502,43,1020.6,18.9,15.2,14.7,13.3,75,46,9.8,20,24.5,0
1503,44,1019.9,17.1,16.1,15.3,12.9,89,91,0,60,37.5,1
1504,45,1022.1,20.5,19,17.2,16.9,82,78,1.1,70,21.9,0
1505,46,1023.8,18.5,16.7,15.6,15.9,91,89,1.7,40,9.5,0
1506,47,1013,21.3,18.6,17.1,16,79,86,0,70,30.6,1
1507,48,1022.5,19,17.8,16.9,15,95,95,0,60,41.3,1
1508,49,1013.4,20.3,18.1,17.4,16.8,79,88,0.1,20,8.9,1
1509,50,1017.8,17.4,16,15,15.5,86,79,0.1,60,12.5,1
1510,51,1016.5,17.4,16.6,15.3,14.4,87,100,0,20,40.8,1
1511,52,1013.3,17.1,16.6,15.9,16,94,100,0,60,35.1,1
1512,53,1019.9,21.3,19.5,18.4,18.1,81,84,0.5,50,20,1
1513,54,1016,22.1,20.4,19,18.9,92,86,0,50,14,1
1514,55,1025.9,18.6,16.6,15.6,13.7,78,88,0,40,24.4,0
1515,56,1014.8,21.2,20.8,19.2,17.1,86,83,1.6,50,21.9,1
1516,57,1012.2,18.5,17.6,15.4,13.1,94,88,0.2,100,23.5,1
1517,58,1012.2,19.4,17.3,15.6,15.9,87,87,2.3,50,28.4,1
1518,59,1018.1,20.4,17.6,15.6,15.6,97,99,1.6,80,19.2,1
1519,60,1020.9,17.3,16.3,15.2,12.7,76,83,0,50,29.7,1
1520,61,1022.5,15.5,13.7,12.3,10,92,95,0,20,26.5,0
1521,62,1022.3,15.5,13.6,11.7,11.5,92,95,0,20,25,1
1522,63,1013.9,23.1,21.5,20.1,19.3,77,88,0,70,32.5,1
1523,64,1022.9,20.9,18.1,14,12.1,98,91,0,20,27.1,1
1524,65,1020.4,19.2,18.1,17.1,14.9,75,91,0,60,26.2,1
1525,66,1023.5,15.9,12.8,10.1,11.7,65,83,0,20,17.5,1
1526,67,1014.8,21.3,19.9,17.6,18.1,90,82,2.5,20,21.6,1
1527,68,1014.5,16.3,15.3,14.6,13.3,92,99,0,70,34,1
1528,69,1023.8,17.2,14.8,11.7,8.4,69,22,9,20,12.5,0
1529,70,1020.3,18.5,19.2,17.7,13.3,60,38,9.3,60,8.5,0
1530,71,1017.4,25.2,20.6,19.9,19.9,79,81,2.5,50,16,1
1531,72,1022.1,22.8,18.6,16.7,12.4,65,67,2.7,50,32.9,0
1532,73,1016.4,24.9,22.2,20.8,17.8,79,83,3.5,70,29.8,0
1533,74,1017.1,26.8,21.8,19.9,18.5,79,28,9.5,70,7.4,0
1534,75,1013.6,26.5,23.1,19.1,16.8,86,75,6.7,60,28.6,0
1535,76,1012.5,26.9,22.5,17.7,14,69,68,7.5,70,9.2,0
1536,77,1016.8,25.2,23.1,21.3,21.4,94,88,0,80,19.3,1
1537,78,1012.5,26.3,24.3,23.1,22.1,93,86,2.2,80,29.6,1
1538,79,1012.5,27.8,25.5,24.4,22.9,86,82,2.4,70,28,0
1539,80,1011.3,22.2,19.8,18.7,16.9,86,89,0.1,40,37,1
1540,81,1010.5,19.6,18.2,18,16.5,95,95,0,70,19,1
1541,82,1010.8,24.3,21.4,20.4,19.5,86,77,7.3,60,9.5,1
1542,83,1011.5,26.5,23.1,20.6,17,91,89,0.3,70,12.1,1
1543,84,1011.4,24.4,22.1,21.3,22.1,88,82,0.5,40,16.2,1
1544,85,1011.2,24.7,21.4,20.1,20.6,92,83,0.4,120,5.5,1
1545,86,1016.8,26.1,24.8,22,22.3,84,90,0.5,40,22.2,1
1546,87,1014.9,27.3,25.9,23.1,21.4,92,90,4.4,80,30.3,1
1547,88,1010.1,27.1,25.7,23.1,20.1,90,83,1,190,12.1,1
1548,89,1010.6,25.2,24.3,24.4,21.6,95,86,0,50,17.3,1
1549,90,1013,27.8,25.5,23.6,20.8,90,81,1,70,26.4,0
1550,91,1012.5,28.4,23.8,21,22.1,91,86,2,70,24.2,1
1551,92,1010.2,28.2,25.5,23.3,22.9,90,83,3,210,12.1,1
1552,93,1011.5,26.2,25.2,24.3,23.8,89,88,1.2,50,21.4,1
1553,94,1014.6,25.4,24.7,23.2,23.2,96,85,3.5,80,17.2,1
1554,95,1012.5,27.6,25.5,24,22.9,86,83,3.5,40,22.5,1
1555,96,1010.1,27.6,25.8,24.5,19.5,94,88,1,40,16.9,1
1556,97,1013.4,27.7,25.8,24.5,23.1,85,88,0.6,70,7.3,1
1557,98,1012,28.2,25.2,24.5,24.4,86,88,1.1,120,9.8,1
1558,99,1007.8,28.5,26.2,24.3,23.8,87,69,5,70,15.1,0
1559,100,1012.4,25.2,23.1,21.7,18.2,80,83,3.9,60,34.3,1
1560,101,1014.5,28.2,25.9,23.7,23.4,79,81,1.2,220,15.7,1
1561,102,1014.5,29.4,26.8,24.7,23.6,82,89,1.4,280,12.7,1
1562,103,1008.5,30.3,27.1,25.8,24.4,81,84,1,40,24.2,1
1563,104,1010.4,27.7,25.8,24.8,23.3,82,84,3.2,170,26.3,1
1564,105,1013,27.9,26.5,25.4,24.7,91,88,0.4,100,35.1,1
1565,106,1009.9,30.8,28.1,25.1,25.2,89,88,1,200,16.2,1
1566,107,1013.3,29.8,27.6,26.6,24.4,90,80,3.5,240,18.4,1
1567,108,1009.9,28.6,26.9,25.8,25.3,81,85,1.2,30,26.8,1
1568,109,1010.5,30.8,28.1,25,25,81,86,2.1,90,14.3,1
1569,110,1008.8,27.7,25.8,24.8,24.8,87,88,0.9,220,21.9,1
1570,111,1010.3,30.1,27.8,24.2,23.3,85,79,7.8,90,22.3,1
1571,112,1012.3,27.4,25.4,24.9,23.1,80,70,6.4,230,16.5,1
1572,113,1013.4,30.6,27.6,25.5,23.1,76,78,5.8,80,16.9,1
1573,114,1009.9,27.4,26.9,24.2,24.6,84,72,6.9,70,12.5,1
1574,115,1010.5,30.9,27.4,25,25,89,81,1,230,24.4,1
1575,116,1009.9,28.5,26.8,24.9,19.8,87,71,6.6,20,18,1
1576,117,1013,29,26.9,24.9,22.4,88,88,6.1,60,33.5,1
1577,118,1008.9,30.1,28,26,25.3,89,88,0.3,110,9.4,1
1578,119,1012.1,26.7,24.7,23.4,23,85,81,2.5,70,39.5,1
1579,120,1011.6,29.2,26.1,24.8,23.8,91,88,0.1,80,18.4,1
1580,121,1006.8,29.5,26.9,25.8,25.3,89,86,1.6,220,9.2,1
1581,122,1006.3,30.8,27.9,26.6,23.1,89,82,2.1,190,15.3,1
1582,123,1006.4,30.3,28.6,26.8,24.5,94,88,0.3,230,20.9,1
1583,124,1012.4,30.4,26.8,24.5,23.1,82,61,5,80,9.1,1
1584,125,1011.2,28,25.4,24,23,86,82,1.1,80,7.9,1
1585,126,1006.7,27.8,25.1,24.1,22.9,89,87,1.8,200,20.8,1
1586,127,1008.8,30.7,27.5,24,25.5,84,87,2.4,190,21.9,1
1587,128,1009.8,28.4,26.2,25.9,25.4,77,78,3.3,70,31.9,1
1588,129,1007.2,30.7,29,26.4,25.3,84,77,2.4,150,12,1
1589,130,1008.3,32,28.7,24.9,21.6,84,75,6.7,20,7.9,1
1590,131,1012.2,31.9,29.9,28.3,24.9,75,72,8.4,180,8,1
1591,132,1009.6,32.5,29.6,27.5,25.9,89,89,3.2,220,17.2,1
1592,133,1008.1,33,30.1,28.1,26.1,79,78,7.7,230,26.8,1
1593,134,1008.1,31.6,27.2,26.4,24.3,89,88,6,230,25,1
1594,135,1008,33.2,30.1,27.2,24.4,87,83,5,50,38.3,1
1595,136,1007.9,31.5,28.5,26.9,25.5,82,88,2.4,230,20.8,1
1596,137,1011.5,29.1,26.8,24.8,22.9,78,60,8.4,20,19,0
1597,138,1006.7,31.7,28.6,27.3,25.3,90,77,1.1,230,23.3,1
1598,139,1008.2,32.3,29.4,26.3,25.3,84,72,7.7,220,9.5,1
1599,140,1008.6,33.8,30.2,28.1,25.9,81,51,10.6,240,33.2,0
1600,141,1008.9,33.3,30.2,28.4,25.9,76,49,9.2,220,29.3,1
1601,142,1008.5,32.4,29.9,27.6,26.1,82,89,1.1,220,4.5,1
1602,143,1009.1,30.6,27.9,26.9,25.6,88,83,2.5,290,39.5,1
1603,144,1005.3,31.3,29.4,28.3,26.3,84,88,0.3,220,28.8,1
1604,145,1009.5,33.2,30.3,28.1,25.9,72,60,9.7,220,28.8,0
1605,146,1005.9,32.9,30.1,29.3,26.3,81,83,2.1,230,16.3,1
1606,147,1006.8,32.8,30,28.1,24,76,48,7.8,10,11.3,1
1607,148,1007.9,32,29.7,28,25.2,70,38,9.1,220,11.8,0
1608,149,1009.9,33.7,29.1,28.9,25.7,79,56,7.1,100,39.5,1
1609,150,1008.2,33.9,29.1,26.4,24.4,79,83,6.4,230,24.5,0
1610,151,1009.7,32.4,30.7,29.1,26.3,87,78,6.3,220,46.3,1
1611,152,1008.9,33.7,30.6,28.9,26.7,87,84,3.3,230,24.2,1
1612,153,1009.5,33.7,30.7,26.8,24.3,74,72,7.7,210,15.9,0
1613,154,1008.5,34.2,30.1,28.7,24.4,72,22,10.5,240,9.5,0
1614,155,1008.7,34.8,30.4,28.4,26.3,80,81,6.4,290,7.4,1
1615,156,1006.5,34.8,30,26.3,24.3,60,38,11.4,220,9.2,0
1616,157,1008.2,33.2,30.4,29,24,72,35,11.4,180,9.1,0
1617,158,1005.5,33.1,30,28.4,26.1,81,88,0.1,240,15.2,1
1618,159,1007.9,33,30.1,27.8,25.1,76,32,6.4,220,11.7,0
1619,160,1005.3,34,30.2,28,25,75,41,12,220,12.5,0
1620,161,1006.5,33.2,30.7,28.7,26.2,89,88,1.3,190,15.4,1
1621,162,1006.5,32.6,29.8,27.4,25,85,74,6.7,100,12.6,1
1622,163,1008.4,32,29.6,27.3,25.3,82,69,9.1,220,26,1
1623,164,1007.9,33.3,30.1,28.1,26.1,80,83,6.9,230,27.6,1
1624,165,1007.8,32,29,27.7,26.5,78,84,6.5,210,27.1,1
1625,166,1007.7,34.7,30.7,28.4,25,74,44,8.4,210,10.9,1
1626,167,1008.9,31.4,29.4,27.5,26.7,86,84,1.2,220,28.6,1
1627,168,1007.7,31.2,28.9,25.8,24.7,84,67,7.9,220,12.8,1
1628,169,1005.5,31.7,29,27.2,24.8,79,67,4.2,190,33,1
1629,170,999.6,32.3,29.9,26.9,26,77,84,7.1,180,23.5,1
1630,171,1008.1,33.8,30,28,26.3,86,81,2.1,240,30.6,1
1631,172,1006.8,35.3,31.3,28,26.4,75,32,10.6,150,12.5,1
1632,173,1003.5,29.7,27.8,26,25.9,86,88,0,230,13.1,1
1633,174,1005.5,31.4,28.9,26.3,26.3,87,80,5.9,230,14.2,0
1634,175,1009.4,31.2,28.4,26.5,25.8,85,88,0.7,220,18.6,1
1635,176,1007.9,32,29.2,27.7,25.1,82,57,5.1,270,26.2,1
1636,177,1002.5,34,30.7,27,26.2,83,77,3.7,230,13.1,1
1637,178,1008.6,33,30.7,27,26.7,79,86,2.5,230,25,1
1638,179,1009.9,32.7,30.1,28.9,26.1,81,53,5,220,15,1
1639,180,1009.1,34.7,30.6,28.2,25.8,87,85,1.1,220,17.2,1
1640,181,1006.1,35.1,30.3,27.3,26.3,85,80,5.6,230,22.5,1
1641,182,1010.7,30.8,28.7,27.6,25.3,78,51,9.2,200,20.5,1
1642,183,1010.9,34,30.6,27.9,26,84,73,2.8,280,16.4,1
1643,184,1010.9,32.8,29.9,28,25.3,80,83,6.3,230,15.5,1
1644,185,1005,32.2,29.3,25.4,25,72,49,8.3,270,24.3,0
1645,186,1007.6,34.7,31.4,26,26.4,80,28,11.2,170,9.9,0
1646,187,1007.9,31.7,28.1,26.4,24.8,78,29,7.1,220,8.3,0
1647,188,1000,33,30,29,25.3,77,38,10,170,15.3,0
1648,189,1008.1,32.2,28.9,26.9,25.6,77,47,8.8,100,16,0
1649,190,1008.8,32.8,29.1,26.4,25.7,84,88,2.2,210,9.5,1
1650,191,1009.9,33.3,29.4,28.4,25.2,81,80,6.9,220,16,1
1651,192,1009.1,32.1,29.3,27.4,25.4,84,80,6.5,220,17.2,1
1652,193,1008.1,32,29.1,27.1,26.1,81,82,2.2,230,17.3,1
1653,194,1009.3,33,30.7,28.4,24.5,72,32,10.4,260,21.8,0
1654,195,1007.9,33.5,30.1,27.8,24.5,74,43,10.8,20,8,0
1655,196,1008.9,32,29.4,27.5,25.4,79,78,6.4,10,11.1,1
1656,197,1009.4,33.4,30.2,28.2,24.5,82,78,8.8,230,22.1,1
1657,198,1008.8,33.3,30.1,27.9,24.3,75,48,10.1,220,15.8,0
1658,199,1009.2,32.2,29.6,26.8,24.8,78,44,10,190,11,0
1659,200,1006.4,35.8,30.2,28.8,24.9,80,33,11.4,230,14.5,0
1660,201,999,35.2,31,28.1,26.1,77,57,10.1,160,12,1
1661,202,1007.8,35.6,31.3,26.9,26.3,80,83,6.5,20,25.5,1
1662,203,1010.9,31.7,28.4,26,25.4,84,84,2.2,40,17.2,0
1663,204,1006.6,33,28.2,26.2,24.4,75,72,8.5,220,9.8,0
1664,205,1011.6,34,31.1,26.8,26.1,87,80,8.3,160,13,1
1665,206,1009.9,32.2,28.2,26.3,25.6,86,85,1,220,7.9,1
1666,207,1011.1,31.5,28.9,26.7,25.7,89,81,2.5,100,24.4,1
1667,208,1010.4,31,29.6,26.9,26.5,81,77,4.6,90,19.8,1
1668,209,1005.1,32.4,30,29.2,25.2,82,81,3.6,200,15.3,1
1669,210,1006.2,30.6,28.8,25.2,25.1,65,55,3.4,70,18,0
1670,211,1011.1,31.9,28.3,26.6,24.3,85,88,1,80,14.6,1
1671,212,1008.5,31.5,28.4,26.8,24.3,81,82,6,230,25.2,1
1672,213,1005.9,30,29.9,28.1,25.8,82,69,6.9,300,17.2,1
1673,214,1005.3,28.7,27.4,25.4,24.4,89,87,0.1,220,22.5,1
1674,215,1008.3,31,28.1,26.8,25.9,79,87,1.5,220,25.1,1
1675,216,1006.5,31.8,28.3,26.7,25.3,81,88,3.6,220,12.6,1
1676,217,1008.2,31.7,29.8,27.7,23.4,81,70,9.4,130,10,1
1677,218,1008.5,32,29.8,28.1,25.3,81,78,6.7,300,21.9,1
1678,219,1006.9,35.1,31,26.5,25,76,60,10.8,60,12.6,1
1679,220,1001.5,33.9,30.6,26.3,24.8,74,41,9.8,70,12.3,0
1680,221,1005.4,31.9,28.2,25.6,23.3,81,40,9.8,280,8.3,0
1681,222,1005.9,28.6,27.8,25.4,25.3,91,88,0.1,190,11.7,1
1682,223,1007.8,30.7,27.8,26.5,24.5,84,87,0.3,230,20.4,1
1683,224,1007.9,31.4,28.3,26.5,25,81,88,3.2,220,15.7,1
1684,225,1008.1,29.6,26.5,25,23.2,78,43,9.8,110,8.9,0
1685,226,1008.3,30.1,26.8,24.5,24.1,81,67,7.5,100,6.1,1
1686,227,1005.2,29.1,26.5,25.5,25.4,89,88,0.8,60,19.3,1
1687,228,1008.1,28.2,26,24.8,24.7,89,84,1.2,180,8.1,1
1688,229,1010.4,29.7,27.8,26.4,25.8,73,78,6.8,100,8.9,0
1689,230,1008.5,29.5,26.5,25.4,25.4,84,88,1.1,80,22.5,1
1690,231,1007.5,32.1,29.5,28.4,23.1,79,60,7.5,180,22,1
1691,232,1011,30.8,27.7,25.5,23.1,84,72,8.5,140,11.8,1
1692,233,1009.5,31,29.8,28.2,24.5,78,78,7.7,220,26.4,1
1693,234,1008.7,32.9,29.4,26.7,25.8,78,84,3.6,220,20,1
1694,235,1011.1,29.1,26.7,24.8,23.3,79,78,4.6,220,25.2,1
1695,236,1011,28.3,27.2,25.9,22.5,75,32,8.5,20,5.7,0
1696,237,1008.8,31.2,28.1,26.9,25.8,86,83,2.5,220,38,1
1697,238,1010.4,30.3,27.6,25.5,21.9,80,68,7.6,60,36,1
1698,239,1012.7,28.5,25.9,24.5,22.9,82,60,9.3,60,15,0
1699,240,1013.3,31.3,28.7,26.9,24.7,76,75,2.8,120,18.8,1
1700,241,1013.2,31.7,28,26.8,24.4,76,46,8.8,220,30.5,1
1701,242,1011.4,30.8,28.2,26.9,25.2,78,76,3.9,200,25,1
1702,243,1007.9,29.2,28.2,26.7,25.9,85,88,0.4,70,28.4,1
1703,244,1011.4,27.9,26.6,25.4,25.6,90,85,1.2,190,15,1
1704,245,1014.8,31.9,28,26.5,24.8,74,46,7.6,50,12.6,0
1705,246,1013,31.7,28.3,26.8,25.3,81,84,2.1,140,8.1,0
1706,247,1011.4,31.5,28.7,26.4,24.5,82,84,3.6,180,13.9,1
1707,248,1009.9,31.3,29.7,26.8,24.5,77,83,0.7,220,37,1
1708,249,1006.2,31,29.7,28,26.3,73,88,2.1,230,38.3,1
1709,250,1006.6,29.4,27.5,25.8,25.5,86,82,1.6,70,13,1
1710,251,1006.4,30.6,28.6,26.4,24.8,80,83,0.6,190,23.9,1
1711,252,1007.4,30.4,28.8,26.8,24.8,58,46,9.1,230,16,0
1712,253,1011.4,32,29.8,26.8,22.1,73,50,10,10,12,0
1713,254,1010.1,29.3,27.8,26.3,25.4,82,83,3.1,90,20.7,0
1714,255,1011.5,29.7,27.9,25.8,25.5,81,88,2.5,80,15.7,1
1715,256,1008.1,29.7,26.9,24.3,24.4,87,78,3.5,220,37.9,1
1716,257,1008.7,30.1,28,27.9,26.3,91,89,2.1,80,25,1
1717,258,1011.2,28.9,26.7,24.8,23.9,86,65,5.2,90,50.7,1
1718,259,1014.1,27.6,26.4,25.5,25.8,93,88,0.4,100,16.1,1
1719,260,1005.9,28.8,27.5,26,25,93,88,0,230,25,1
1720,261,1012.2,28.2,26.4,25.4,24.4,89,90,1.2,40,19.8,1
1721,262,1008.2,29.5,26.6,24.9,24.2,82,87,0.4,220,13.2,1
1722,263,1005.3,28.7,25.3,23.5,22.3,88,84,1.2,30,7.9,1
1723,264,1017.5,31.3,28,25.5,26.3,84,89,2.2,170,13.8,1
1724,265,1018.1,27.5,26.2,24,23.2,77,53,11,230,11.1,0
1725,266,1016.8,31.1,28.8,26.1,24.3,82,79,5,300,10.3,0
1726,267,1016.3,30,28.3,26.8,24.7,79,49,4.2,180,31.7,1
1727,268,1016.4,30.5,26.8,24.2,23.1,76,56,5.7,180,23.2,1
1728,269,1018.6,26,24.4,22.4,22.3,92,89,0.4,80,25.1,1
1729,270,1017.8,30.3,27.1,24.8,24.8,81,72,7.7,230,11.9,0
1730,271,1011.5,26.2,23.9,22.9,22.8,93,84,1.6,80,41.3,1
1731,272,1018.8,29.8,27.9,26.3,23.1,78,79,3.6,70,11.1,0
1732,273,1015.6,28.2,26.6,25.4,25.4,87,82,0.3,80,25.1,1
1733,274,1017.8,24.9,22.8,21.1,19.9,81,83,2.4,60,23.7,1
1734,275,1017.3,24.4,23.9,21.3,19.6,79,47,9.5,80,9.1,0
1735,276,1016,28.7,26,25.3,22.8,89,81,2.1,220,17.2,1
1736,277,1012,30.8,27,24,20.6,75,48,9.1,10,21.6,0
1737,278,1016.8,26.6,25.4,24.7,21.4,79,77,3.4,80,27.1,1
1738,279,1017.8,27.7,24.2,23.8,22.4,83,82,7.6,80,15.9,1
1739,280,1016.4,25.1,23.1,21.1,21.8,80,61,7.8,80,12.1,0
1740,281,1017.1,29.8,25.4,23.7,21.4,77,83,6,70,15.5,1
1741,282,1016.7,26.3,25.8,24.5,22,83,80,6.5,70,28.4,1
1742,283,1011.5,28.6,25.3,22.5,22.9,80,67,8.8,80,33.4,1
1743,284,1019.9,26.6,24.9,22.3,19.5,76,44,8.8,50,18,1
1744,285,1018.8,26.6,24.3,23.1,19.7,79,78,3,80,29,1
1745,286,1010.5,28.3,25.5,23.2,19.6,74,49,7.8,90,39.5,1
1746,287,1013,28.7,25.9,24,23.2,80,81,1,70,15.9,1
1747,288,1014.1,28.2,24.1,22.5,20.8,83,71,6.8,90,22,1
1748,289,1014.9,25.3,23.3,22.3,20.4,78,80,1,40,29.7,1
1749,290,1015,27.1,24.5,21,21.6,81,81,3.5,40,13.2,1
1750,291,1017.7,27.7,25.9,23.4,21.1,81,86,2.5,80,24.5,1
